"type","part","municipality","year","value"
"antal","Uuddannet","Lolland","2015",5323
"antal","Uuddannet","Lolland","2016",5117
"antal","Uuddannet","Lolland","2017",5000
"antal","Uuddannet","Lyngby-Taarbæk","2008",2741
"antal","Uuddannet","Lyngby-Taarbæk","2009",2716
"antal","Uuddannet","Lyngby-Taarbæk","2010",2667
"antal","Uuddannet","Lyngby-Taarbæk","2011",2598
"antal","Uuddannet","Lyngby-Taarbæk","2012",2624
"antal","Uuddannet","Lyngby-Taarbæk","2013",2566
"antal","Uuddannet","Lyngby-Taarbæk","2014",2523
"antal","Uuddannet","Lyngby-Taarbæk","2015",2358
"antal","Uuddannet","Lyngby-Taarbæk","2016",2269
"antal","Uuddannet","Lyngby-Taarbæk","2017",2240
"antal","Uuddannet","Læsø","2008",289
"antal","Uuddannet","Læsø","2009",273
"antal","Uuddannet","Læsø","2010",265
"antal","Uuddannet","Læsø","2011",253
"antal","Uuddannet","Læsø","2012",243
"antal","Uuddannet","Læsø","2013",222
"antal","Uuddannet","Læsø","2014",216
"antal","Uuddannet","Læsø","2015",206
"antal","Uuddannet","Læsø","2016",206
"antal","Uuddannet","Læsø","2017",191
"antal","Uuddannet","Mariagerfjord","2008",5020
"antal","Uuddannet","Mariagerfjord","2009",4903
"antal","Uuddannet","Mariagerfjord","2010",4746
"antal","Uuddannet","Mariagerfjord","2011",4633
"antal","Uuddannet","Mariagerfjord","2012",4504
"antal","Uuddannet","Mariagerfjord","2013",4331
"antal","Uuddannet","Mariagerfjord","2014",4232
"antal","Uuddannet","Mariagerfjord","2015",4117
"antal","Uuddannet","Mariagerfjord","2016",4001
"antal","Uuddannet","Mariagerfjord","2017",3825
"antal","Uuddannet","Middelfart","2008",3899
"antal","Uuddannet","Middelfart","2009",3841
"antal","Uuddannet","Middelfart","2010",3714
"antal","Uuddannet","Middelfart","2011",3593
"antal","Uuddannet","Middelfart","2012",3489
"antal","Uuddannet","Middelfart","2013",3404
"antal","Uuddannet","Middelfart","2014",3308
"antal","Uuddannet","Middelfart","2015",3213
"antal","Uuddannet","Middelfart","2016",3048
"antal","Uuddannet","Middelfart","2017",2954
"antal","Uuddannet","Morsø","2008",3009
"antal","Uuddannet","Morsø","2009",2920
"antal","Uuddannet","Morsø","2010",2821
"antal","Uuddannet","Morsø","2011",2729
"antal","Uuddannet","Morsø","2012",2612
"antal","Uuddannet","Morsø","2013",2554
"antal","Uuddannet","Morsø","2014",2445
"antal","Uuddannet","Morsø","2015",2348
"antal","Uuddannet","Morsø","2016",2262
"antal","Uuddannet","Morsø","2017",2216
"antal","Uuddannet","Norddjurs","2008",4842
"antal","Uuddannet","Norddjurs","2009",4654
"antal","Uuddannet","Norddjurs","2010",4501
"antal","Uuddannet","Norddjurs","2011",4333
"antal","Uuddannet","Norddjurs","2012",4165
"antal","Uuddannet","Norddjurs","2013",4071
"antal","Uuddannet","Norddjurs","2014",3965
"antal","Uuddannet","Norddjurs","2015",3771
"antal","Uuddannet","Norddjurs","2016",3651
"antal","Uuddannet","Norddjurs","2017",3587
"antal","Uuddannet","Nordfyns","2008",3674
"antal","Uuddannet","Nordfyns","2009",3567
"antal","Uuddannet","Nordfyns","2010",3463
"antal","Uuddannet","Nordfyns","2011",3341
"antal","Uuddannet","Nordfyns","2012",3257
"antal","Uuddannet","Nordfyns","2013",3162
"antal","Uuddannet","Nordfyns","2014",3049
"antal","Uuddannet","Nordfyns","2015",2938
"antal","Uuddannet","Nordfyns","2016",2853
"antal","Uuddannet","Nordfyns","2017",2753
"antal","Uuddannet","Nyborg","2008",3635
"antal","Uuddannet","Nyborg","2009",3500
"antal","Uuddannet","Nyborg","2010",3442
"antal","Uuddannet","Nyborg","2011",3332
"antal","Uuddannet","Nyborg","2012",3274
"antal","Uuddannet","Nyborg","2013",3172
"antal","Uuddannet","Nyborg","2014",3094
"antal","Uuddannet","Nyborg","2015",3014
"antal","Uuddannet","Nyborg","2016",2956
"antal","Uuddannet","Nyborg","2017",2906
"antal","Uuddannet","Næstved","2008",9048
"antal","Uuddannet","Næstved","2009",8817
"antal","Uuddannet","Næstved","2010",8515
"antal","Uuddannet","Næstved","2011",8327
"antal","Uuddannet","Næstved","2012",8123
"antal","Uuddannet","Næstved","2013",7953
"antal","Uuddannet","Næstved","2014",7829
"antal","Uuddannet","Næstved","2015",7630
"antal","Uuddannet","Næstved","2016",7520
"antal","Uuddannet","Næstved","2017",7297
"antal","Uuddannet","Odder","2008",1705
"antal","Uuddannet","Odder","2009",1672
"antal","Uuddannet","Odder","2010",1625
"antal","Uuddannet","Odder","2011",1574
"antal","Uuddannet","Odder","2012",1526
"antal","Uuddannet","Odder","2013",1476
"antal","Uuddannet","Odder","2014",1459
"antal","Uuddannet","Odder","2015",1452
"antal","Uuddannet","Odder","2016",1399
"antal","Uuddannet","Odder","2017",1395
"antal","Uuddannet","Odense","2008",18629
"antal","Uuddannet","Odense","2009",18179
"antal","Uuddannet","Odense","2010",17752
"antal","Uuddannet","Odense","2011",17318
"antal","Uuddannet","Odense","2012",16857
"antal","Uuddannet","Odense","2013",16458
"antal","Uuddannet","Odense","2014",16112
"antal","Uuddannet","Odense","2015",15474
"antal","Uuddannet","Odense","2016",14741
"antal","Uuddannet","Odense","2017",14196
"antal","Uuddannet","Odsherred","2008",4201
"antal","Uuddannet","Odsherred","2009",4036
"antal","Uuddannet","Odsherred","2010",3909
"antal","Uuddannet","Odsherred","2011",3820
"antal","Uuddannet","Odsherred","2012",3751
"antal","Uuddannet","Odsherred","2013",3636
"antal","Uuddannet","Odsherred","2014",3573
"antal","Uuddannet","Odsherred","2015",3466
"antal","Uuddannet","Odsherred","2016",3385
"antal","Uuddannet","Odsherred","2017",3327
"antal","Uuddannet","Randers","2008",10413
"antal","Uuddannet","Randers","2009",10108
"antal","Uuddannet","Randers","2010",9771
"antal","Uuddannet","Randers","2011",9521
"antal","Uuddannet","Randers","2012",9341
"antal","Uuddannet","Randers","2013",9069
"antal","Uuddannet","Randers","2014",8845
"antal","Uuddannet","Randers","2015",8524
"antal","Uuddannet","Randers","2016",8283
"antal","Uuddannet","Randers","2017",8130
"antal","Uuddannet","Rebild","2008",2921
"antal","Uuddannet","Rebild","2009",2804
"antal","Uuddannet","Rebild","2010",2721
"antal","Uuddannet","Rebild","2011",2637
"antal","Uuddannet","Rebild","2012",2584
"antal","Uuddannet","Rebild","2013",2521
"antal","Uuddannet","Rebild","2014",2398
"antal","Uuddannet","Rebild","2015",2271
"antal","Uuddannet","Rebild","2016",2181
"antal","Uuddannet","Rebild","2017",2143
"antal","Uuddannet","Ringkøbing-Skjern","2008",6540
"antal","Uuddannet","Ringkøbing-Skjern","2009",6435
"antal","Uuddannet","Ringkøbing-Skjern","2010",6170
"antal","Uuddannet","Ringkøbing-Skjern","2011",5951
"antal","Uuddannet","Ringkøbing-Skjern","2012",5818
"antal","Uuddannet","Ringkøbing-Skjern","2013",5622
"antal","Uuddannet","Ringkøbing-Skjern","2014",5359
"antal","Uuddannet","Ringkøbing-Skjern","2015",5207
"antal","Uuddannet","Ringkøbing-Skjern","2016",5005
"antal","Uuddannet","Ringkøbing-Skjern","2017",4858
"antal","Uuddannet","Ringsted","2008",3625
"antal","Uuddannet","Ringsted","2009",3588
"antal","Uuddannet","Ringsted","2010",3566
"antal","Uuddannet","Ringsted","2011",3543
"antal","Uuddannet","Ringsted","2012",3526
"antal","Uuddannet","Ringsted","2013",3421
"antal","Uuddannet","Ringsted","2014",3364
"antal","Uuddannet","Ringsted","2015",3295
"antal","Uuddannet","Ringsted","2016",3206
"antal","Uuddannet","Ringsted","2017",3129
"antal","Uuddannet","Roskilde","2008",6217
"antal","Uuddannet","Roskilde","2009",6085
"antal","Uuddannet","Roskilde","2010",5955
"antal","Uuddannet","Roskilde","2011",5825
"antal","Uuddannet","Roskilde","2012",5713
"antal","Uuddannet","Roskilde","2013",5571
"antal","Uuddannet","Roskilde","2014",5450
"antal","Uuddannet","Roskilde","2015",5322
"antal","Uuddannet","Roskilde","2016",5139
"antal","Uuddannet","Roskilde","2017",4984
"antal","Uuddannet","Rudersdal","2008",2692
"antal","Uuddannet","Rudersdal","2009",2628
"antal","Uuddannet","Rudersdal","2010",2607
"antal","Uuddannet","Rudersdal","2011",2546
"antal","Uuddannet","Rudersdal","2012",2469
"antal","Uuddannet","Rudersdal","2013",2408
"antal","Uuddannet","Rudersdal","2014",2349
"antal","Uuddannet","Rudersdal","2015",2225
"antal","Uuddannet","Rudersdal","2016",2121
"antal","Uuddannet","Rudersdal","2017",2064
"antal","Uuddannet","Rødovre","2008",3718
"antal","Uuddannet","Rødovre","2009",3688
"antal","Uuddannet","Rødovre","2010",3639
"antal","Uuddannet","Rødovre","2011",3639
"antal","Uuddannet","Rødovre","2012",3612
"antal","Uuddannet","Rødovre","2013",3594
"antal","Uuddannet","Rødovre","2014",3559
"antal","Uuddannet","Rødovre","2015",3508
"antal","Uuddannet","Rødovre","2016",3377
"antal","Uuddannet","Rødovre","2017",3294
"antal","Uuddannet","Samsø","2008",453
"antal","Uuddannet","Samsø","2009",416
"antal","Uuddannet","Samsø","2010",413
"antal","Uuddannet","Samsø","2011",393
"antal","Uuddannet","Samsø","2012",368
"antal","Uuddannet","Samsø","2013",357
"antal","Uuddannet","Samsø","2014",329
"antal","Uuddannet","Samsø","2015",308
"antal","Uuddannet","Samsø","2016",297
"antal","Uuddannet","Samsø","2017",294
"antal","Uuddannet","Silkeborg","2008",7906
"antal","Uuddannet","Silkeborg","2009",7654
"antal","Uuddannet","Silkeborg","2010",7394
"antal","Uuddannet","Silkeborg","2011",7244
"antal","Uuddannet","Silkeborg","2012",7102
"antal","Uuddannet","Silkeborg","2013",6893
"antal","Uuddannet","Silkeborg","2014",6690
"antal","Uuddannet","Silkeborg","2015",6444
"antal","Uuddannet","Silkeborg","2016",6280
"antal","Uuddannet","Silkeborg","2017",6118
"antal","Uuddannet","Skanderborg","2008",4690
"antal","Uuddannet","Skanderborg","2009",4558
"antal","Uuddannet","Skanderborg","2010",4430
"antal","Uuddannet","Skanderborg","2011",4327
"antal","Uuddannet","Skanderborg","2012",4135
"antal","Uuddannet","Skanderborg","2013",3968
"antal","Uuddannet","Skanderborg","2014",3785
"antal","Uuddannet","Skanderborg","2015",3692
"antal","Uuddannet","Skanderborg","2016",3600
"antal","Uuddannet","Skanderborg","2017",3538
"antal","Uuddannet","Skive","2008",5491
"antal","Uuddannet","Skive","2009",5303
"antal","Uuddannet","Skive","2010",5138
"antal","Uuddannet","Skive","2011",4971
"antal","Uuddannet","Skive","2012",4864
"antal","Uuddannet","Skive","2013",4700
"antal","Uuddannet","Skive","2014",4532
"antal","Uuddannet","Skive","2015",4375
"antal","Uuddannet","Skive","2016",4221
"antal","Uuddannet","Skive","2017",4114
"antal","Uuddannet","Slagelse","2008",9363
"antal","Uuddannet","Slagelse","2009",9172
"antal","Uuddannet","Slagelse","2010",8948
"antal","Uuddannet","Slagelse","2011",8727
"antal","Uuddannet","Slagelse","2012",8527
"antal","Uuddannet","Slagelse","2013",8341
"antal","Uuddannet","Slagelse","2014",8181
"antal","Uuddannet","Slagelse","2015",8028
"antal","Uuddannet","Slagelse","2016",7844
"antal","Uuddannet","Slagelse","2017",7618
"antal","Uuddannet","Solrød","2008",1730
"antal","Uuddannet","Solrød","2009",1683
"antal","Uuddannet","Solrød","2010",1614
"antal","Uuddannet","Solrød","2011",1530
"antal","Uuddannet","Solrød","2012",1502
"antal","Uuddannet","Solrød","2013",1451
"antal","Uuddannet","Solrød","2014",1415
"antal","Uuddannet","Solrød","2015",1390
"antal","Uuddannet","Solrød","2016",1325
"antal","Uuddannet","Solrød","2017",1296
"antal","Uuddannet","Sorø","2008",3229
"antal","Uuddannet","Sorø","2009",3201
"antal","Uuddannet","Sorø","2010",3128
"antal","Uuddannet","Sorø","2011",3053
"antal","Uuddannet","Sorø","2012",2958
"antal","Uuddannet","Sorø","2013",2895
"antal","Uuddannet","Sorø","2014",2819
"antal","Uuddannet","Sorø","2015",2756
"antal","Uuddannet","Sorø","2016",2714
"antal","Uuddannet","Sorø","2017",2625
"antal","Uuddannet","Stevns","2008",2532
"antal","Uuddannet","Stevns","2009",2479
"antal","Uuddannet","Stevns","2010",2413
"antal","Uuddannet","Stevns","2011",2369
"antal","Uuddannet","Stevns","2012",2303
"antal","Uuddannet","Stevns","2013",2267
"antal","Uuddannet","Stevns","2014",2217
"antal","Uuddannet","Stevns","2015",2161
"antal","Uuddannet","Stevns","2016",2110
"antal","Uuddannet","Stevns","2017",2078
"antal","Uuddannet","Struer","2008",2796
"antal","Uuddannet","Struer","2009",2756
"antal","Uuddannet","Struer","2010",2674
"antal","Uuddannet","Struer","2011",2586
"antal","Uuddannet","Struer","2012",2483
"antal","Uuddannet","Struer","2013",2364
"antal","Uuddannet","Struer","2014",2243
"antal","Uuddannet","Struer","2015",2133
"antal","Uuddannet","Struer","2016",2053
"antal","Uuddannet","Struer","2017",1948
"antal","Uuddannet","Svendborg","2008",5457
"antal","Uuddannet","Svendborg","2009",5294
"antal","Uuddannet","Svendborg","2010",5085
"antal","Uuddannet","Svendborg","2011",4948
"antal","Uuddannet","Svendborg","2012",4803
"antal","Uuddannet","Svendborg","2013",4694
"antal","Uuddannet","Svendborg","2014",4538
"antal","Uuddannet","Svendborg","2015",4389
"antal","Uuddannet","Svendborg","2016",4292
"antal","Uuddannet","Svendborg","2017",4162
"antal","Uuddannet","Syddjurs","2008",4072
"antal","Uuddannet","Syddjurs","2009",3886
"antal","Uuddannet","Syddjurs","2010",3735
"antal","Uuddannet","Syddjurs","2011",3603
"antal","Uuddannet","Syddjurs","2012",3523
"antal","Uuddannet","Syddjurs","2013",3488
"antal","Uuddannet","Syddjurs","2014",3308
"antal","Uuddannet","Syddjurs","2015",3219
"antal","Uuddannet","Syddjurs","2016",3145
"antal","Uuddannet","Syddjurs","2017",3020
"antal","Uuddannet","Sønderborg","2008",7574
"antal","Uuddannet","Sønderborg","2009",7324
"antal","Uuddannet","Sønderborg","2010",7059
"antal","Uuddannet","Sønderborg","2011",6900
"antal","Uuddannet","Sønderborg","2012",6734
"antal","Uuddannet","Sønderborg","2013",6558
"antal","Uuddannet","Sønderborg","2014",6373
"antal","Uuddannet","Sønderborg","2015",6140
"antal","Uuddannet","Sønderborg","2016",5999
"antal","Uuddannet","Sønderborg","2017",5812
"antal","Uuddannet","Thisted","2008",5691
"antal","Uuddannet","Thisted","2009",5549
"antal","Uuddannet","Thisted","2010",5294
"antal","Uuddannet","Thisted","2011",5108
"antal","Uuddannet","Thisted","2012",4947
"antal","Uuddannet","Thisted","2013",4763
"antal","Uuddannet","Thisted","2014",4582
"antal","Uuddannet","Thisted","2015",4421
"antal","Uuddannet","Thisted","2016",4275
"antal","Uuddannet","Thisted","2017",4132
"antal","Uuddannet","Tårnby","2008",4517
"antal","Uuddannet","Tårnby","2009",4383
"antal","Uuddannet","Tårnby","2010",4298
"antal","Uuddannet","Tårnby","2011",4227
"antal","Uuddannet","Tårnby","2012",4144
"antal","Uuddannet","Tårnby","2013",4148
"antal","Uuddannet","Tårnby","2014",4090
"antal","Uuddannet","Tårnby","2015",3994
"antal","Uuddannet","Tårnby","2016",3772
"antal","Uuddannet","Tårnby","2017",3640
"antal","Uuddannet","Tønder","2008",4997
"antal","Uuddannet","Tønder","2009",4854
"antal","Uuddannet","Tønder","2010",4647
"antal","Uuddannet","Tønder","2011",4529
"antal","Uuddannet","Tønder","2012",4394
"antal","Uuddannet","Tønder","2013",4261
"antal","Uuddannet","Tønder","2014",4119
"antal","Uuddannet","Tønder","2015",3928
"antal","Uuddannet","Tønder","2016",3816
"antal","Uuddannet","Tønder","2017",3679
"antal","Uuddannet","Vallensbæk","2008",992
"antal","Uuddannet","Vallensbæk","2009",1038
"antal","Uuddannet","Vallensbæk","2010",1122
"antal","Uuddannet","Vallensbæk","2011",1146
"antal","Uuddannet","Vallensbæk","2012",1134
"antal","Uuddannet","Vallensbæk","2013",1123
"antal","Uuddannet","Vallensbæk","2014",1117
"antal","Uuddannet","Vallensbæk","2015",1091
"antal","Uuddannet","Vallensbæk","2016",1078
"antal","Uuddannet","Vallensbæk","2017",1074
"antal","Uuddannet","Varde","2008",5693
"antal","Uuddannet","Varde","2009",5608
"antal","Uuddannet","Varde","2010",5444
"antal","Uuddannet","Varde","2011",5314
"antal","Uuddannet","Varde","2012",5171
"antal","Uuddannet","Varde","2013",5071
"antal","Uuddannet","Varde","2014",4904
"antal","Uuddannet","Varde","2015",4675
"antal","Uuddannet","Varde","2016",4525
"antal","Uuddannet","Varde","2017",4366
"antal","Uuddannet","Vejen","2008",5122
"antal","Uuddannet","Vejen","2009",5001
"antal","Uuddannet","Vejen","2010",4880
"antal","Uuddannet","Vejen","2011",4785
"antal","Uuddannet","Vejen","2012",4676
"antal","Uuddannet","Vejen","2013",4547
"antal","Uuddannet","Vejen","2014",4436
"antal","Uuddannet","Vejen","2015",4306
"antal","Uuddannet","Vejen","2016",4181
"antal","Uuddannet","Vejen","2017",4075
"antal","Uuddannet","Vejle","2008",10833
"antal","Uuddannet","Vejle","2009",10629
"antal","Uuddannet","Vejle","2010",10398
"antal","Uuddannet","Vejle","2011",10216
"antal","Uuddannet","Vejle","2012",10072
"antal","Uuddannet","Vejle","2013",9878
"antal","Uuddannet","Vejle","2014",9655
"antal","Uuddannet","Vejle","2015",9423
"antal","Uuddannet","Vejle","2016",9221
"antal","Uuddannet","Vejle","2017",9036
"antal","Uuddannet","Vesthimmerlands","2008",4843
"antal","Uuddannet","Vesthimmerlands","2009",4725
"antal","Uuddannet","Vesthimmerlands","2010",4485
"antal","Uuddannet","Vesthimmerlands","2011",4381
"antal","Uuddannet","Vesthimmerlands","2012",4251
"antal","Uuddannet","Vesthimmerlands","2013",4186
"antal","Uuddannet","Vesthimmerlands","2014",4081
"antal","Uuddannet","Vesthimmerlands","2015",3977
"antal","Uuddannet","Vesthimmerlands","2016",3820
"antal","Uuddannet","Vesthimmerlands","2017",3756
"antal","Uuddannet","Viborg","2008",9324
"antal","Uuddannet","Viborg","2009",9121
"antal","Uuddannet","Viborg","2010",8873
"antal","Uuddannet","Viborg","2011",8678
"antal","Uuddannet","Viborg","2012",8507
"antal","Uuddannet","Viborg","2013",8411
"antal","Uuddannet","Viborg","2014",8140
"antal","Uuddannet","Viborg","2015",7849
"antal","Uuddannet","Viborg","2016",7575
"antal","Uuddannet","Viborg","2017",7443
"antal","Uuddannet","Vordingborg","2008",5629
"antal","Uuddannet","Vordingborg","2009",5407
"antal","Uuddannet","Vordingborg","2010",5178
"antal","Uuddannet","Vordingborg","2011",5052
"antal","Uuddannet","Vordingborg","2012",4936
"antal","Uuddannet","Vordingborg","2013",4783
"antal","Uuddannet","Vordingborg","2014",4689
"antal","Uuddannet","Vordingborg","2015",4587
"antal","Uuddannet","Vordingborg","2016",4549
"antal","Uuddannet","Vordingborg","2017",4488
"antal","Uuddannet","Ærø","2008",644
"antal","Uuddannet","Ærø","2009",639
"antal","Uuddannet","Ærø","2010",611
"antal","Uuddannet","Ærø","2011",556
"antal","Uuddannet","Ærø","2012",524
"antal","Uuddannet","Ærø","2013",499
"antal","Uuddannet","Ærø","2014",474
"antal","Uuddannet","Ærø","2015",438
"antal","Uuddannet","Ærø","2016",412
"antal","Uuddannet","Ærø","2017",387
